registry_version,registry_id,source_dataset,entity_scope,sector_id,target_id,target_period_type,track_id,model_id,default_model_id,default_baseline_id,default_model_selection_basis,default_model_selection_confidence,default_model_entity_vote_count,default_model_entity_total_count,default_model_id_by_entity,default_model_id_entity_disagreements,default_model_pooled_skill_vs_baseline,default_model_pooled_skill_n,default_model_pooled_metric_status,default_model_selection_evidence_fingerprint,pit_grade,evaluation_status,candidate_headline_eligible,headline_eligibility_scope,n_total_rows,n_primary_source_rows,n_duplicate_rows,n_valid_eval_rows,n_primary_valid_eval_rows,n_primary_headline_valid_rows,n_primary_forecast_only,n_primary_no_source_coverage,n_headline_valid_rows,n_actual_available,n_forecast_only,n_no_source_coverage,n_insufficient_rows,n_imputed_rows,source_run_ids,input_run_set_status,predictor_binding_status,forecast_origin_policy,information_cutoff_policy,model_use,research_only,primary_metric,legacy_primary_metric,secondary_metrics,scaler_id,baseline_status,directional_hit_rate_min_rows,canonical_spec_doc,notes
asia_backtest_registry_v2,airline_earnings_model_v4:H1:revenue:v4_dynamic_shrinkage_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,v4_dynamic_shrinkage_v1,v4_dynamic_shrinkage_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_earnings_model_v4:H1:revenue:v4_recovery_overlay_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,v4_recovery_overlay_v1,v4_recovery_overlay_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_earnings_model_v4:H1:revenue:v4_residual_yield_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,v4_residual_yield_v1,v4_residual_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_earnings_model_v4:H2:revenue:v4_base_decomposition_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,v4_base_decomposition_v1,v4_base_decomposition_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_earnings_model_v4:H2:revenue:v4_dynamic_shrinkage_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,v4_dynamic_shrinkage_v1,v4_dynamic_shrinkage_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_earnings_model_v4:H2:revenue:v4_recovery_overlay_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,v4_recovery_overlay_v1,v4_recovery_overlay_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_earnings_model_v4:H2:revenue:v4_residual_yield_v1,airline_earnings_model_v4,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H2,half_year_non_overlapping,v4_residual_yield_v1,v4_residual_yield_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,36,36,0,0,0,0,0,0,0,36,0,0,0,0,,not_applicable,historical_live_split,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-earnings-model-v4.md,Historical and live predictor implementations are separate code paths.
asia_backtest_registry_v2,airline_h1_kpi_backtest:H1:attributable_profit:flat_ask_profit_v1,airline_h1_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,attributable_profit,H1,half_year_non_overlapping,flat_ask_profit_v1,flat_ask_profit_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,3.0,4.0,"Air China=flat_ask_profit_v1(skill=0.1327,n=3)|China Eastern Airlines=not_measured|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=not_measured|Juneyao Airlines=flat_ask_profit_v1(skill=0.1734,n=4)|Spring Airlines=flat_ask_profit_v1(skill=0.1688,n=5)",none,0.1201351658854679,15.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,60,60,0,21,21,21,6,0,21,53,6,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,row_level_source_field,not_captured,not_captured,scaled_RMSE,native_MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_h1_kpi_backtest:H1:operating_cost:flat_ask_v1,airline_h1_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,operating_cost,H1,half_year_non_overlapping,flat_ask_v1,flat_ask_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,current_forecast,False,candidate_pre_metric_policy,60,6,54,53,0,0,6,0,53,53,6,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,row_level_source_field,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_h1_kpi_backtest:H1:revenue:analyst_h1_nowcast_v1,airline_h1_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,analyst_h1_nowcast_v1,analyst_h1_nowcast_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit;C_structural_replay,insufficient_sample,False,candidate_pre_metric_policy,60,60,0,0,0,0,6,0,0,53,6,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,row_level_source_field,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_h1_kpi_backtest:H1:revenue:flat_ask_v1,airline_h1_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,flat_ask_v1,flat_ask_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,current_forecast,False,candidate_pre_metric_policy,60,6,54,53,0,0,6,0,53,53,6,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,row_level_source_field,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_h1_kpi_backtest:H1:revenue:flat_rpk_v1,airline_h1_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,H1,half_year_non_overlapping,flat_rpk_v1,flat_rpk_v1,same_period_last_year,assumed_heuristic_fallback,not_measured,0.0,0.0,Air China=not_measured|China Eastern Airlines=not_measured|China Southern Airlines=not_measured|Hainan Airlines Holdings=not_measured|Juneyao Airlines=not_measured|Spring Airlines=not_measured,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,current_forecast,False,candidate_pre_metric_policy,60,6,54,53,0,0,6,0,53,53,6,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,row_level_source_field,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:FY:attributable_profit:flat_ask_residual_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,attributable_profit,FY,fiscal_year,flat_ask_residual_v1,no_model_beats_baseline,same_period_last_year,measured_no_model_beats_baseline,diagnostic_grade_not_validated,0.0,6.0,Air China=no_model_beats_baseline|China Eastern Airlines=no_model_beats_baseline|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=no_model_beats_baseline|Juneyao Airlines=no_model_beats_baseline|Spring Airlines=no_model_beats_baseline,not_applicable,,,not_available,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,native_MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:FY:operating_cost:flat_ask_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,operating_cost,FY,fiscal_year,flat_ask_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,1.0,6.0,"Air China=no_model_beats_baseline|China Eastern Airlines=no_model_beats_baseline|China Southern Airlines=no_model_beats_baseline|Hainan Airlines Holdings=no_model_beats_baseline|Juneyao Airlines=no_model_beats_baseline|Spring Airlines=flat_ask_v1(skill=0.0468,n=8)",none,-0.833905655867569,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,WAPE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
asia_backtest_registry_v2,airline_period_kpi_backtest:FY:revenue:flat_ask_v1,airline_period_kpi_backtest,Air China;China Eastern Airlines;China Southern Airlines;Hainan Airlines Holdings;Juneyao Airlines;Spring Airlines,hk-transport,revenue,FY,fiscal_year,flat_ask_v1,flat_ask_v1,same_period_last_year,per_entity_majority_vote,diagnostic_grade_not_validated,4.0,6.0,"Air China=flat_ask_v1(skill=0.7942,n=8)|China Eastern Airlines=flat_ask_v1(skill=0.8324,n=8)|China Southern Airlines=flat_ask_v1(skill=0.7244,n=8)|Hainan Airlines Holdings=flat_ask_v1(skill=0.8912,n=7)|Juneyao Airlines=flat_rpk_v1(skill=0.7987,n=8)|Spring Airlines=spring_recovery_v1(skill=0.7570,n=8)",Juneyao Airlines|Spring Airlines,0.7850195173842855,47.0,insufficient_sample,selection_evidence-484711b93fb9451e,A_strict_pit;B_practical_pit,valid_practical_oos,True,candidate_pre_metric_policy,54,54,0,53,53,53,0,0,53,53,0,0,1,0,,not_applicable,not_shared_or_not_captured,not_captured,not_captured,not_captured,not_captured,scaled_RMSE,MAE,RMSE|directional_hit_rate,same_period_last_year_rmse,materialized_in_additive_long_form,12.0,docs/asia-markets/airline-backtest-audit-and-improvements.md,Financial actual availability is retained only where the source row provides it.
