dataset_id,snapshot_as_of_date,company,ticker,research_need,category,priority,current_status,current_evidence,source_strategy,why_it_matters,validation_output,source_quality,retrieved_at
airline_yield_fuel_research_queue,2026-08-05,China Southern Airlines,600029.SH,ancillary_revenue,yield_pricing,medium,not_separately_disclosed,reported_yield_plus_mix_available,Issuer note extraction plus ancillary KPI disclosures,"RASK proxy may mix ticket, cargo and ancillary revenue",dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Southern Airlines,600029.SH,domestic_international_yield_split,yield_pricing,high,company_period_yield_only_regional_split_pending,reported_yield_plus_mix_available,Issuer regional traffic/yield tables; route-level fare snapshots,International mix can distort group yield comparison,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Southern Airlines,600029.SH,realized_fuel_surcharge_recovery,fuel_pass_through,high,schedule_only,no_fuel_futures_in_period,Join effective surcharge policy to eligible passenger traffic and reported fuel cost,Published surcharge is not realized fuel-cost recovery,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Southern Airlines,600029.SH,hedge_notional_and_realized_pnl,fuel_hedging,high,partial_report_scan,no_fuel_futures_in_period,"Primary interim/annual risk-note extraction; preserve notional, fair value and realized P&L separately",Mechanical fuel sensitivity may overstate or understate earnings impact,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Southern Airlines,600029.SH,nonfuel_unit_cost,fuel_pass_through,medium,partial_primary_report_coverage,no_fuel_futures_in_period,"Issuer ATK/nonfuel cost rows, labor, lease, maintenance and airport costs",CASK change cannot be attributed to fuel alone,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Southern Airlines,600029.SH,fuel_contract_and_fx_lag,fuel_pass_through,medium,missing,no_fuel_futures_in_period,"Contract terms, purchase timing and route/currency exposure from filings",Spot fuel benchmark may not match accounting fuel expense,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,route_fare_time_series,yield_pricing,high,missing_free_pit_series,reported_yield_only;reported_yield_plus_mix_available,Dated OTA/Ctrip flight-fare snapshots or issuer regional yield disclosure,Revenue/yield bridge remains company-period only,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,advance_booking_and_fare_class,yield_pricing,medium,missing,reported_yield_only;reported_yield_plus_mix_available,"Dated booking-window, fare-class or load-factor observations",Demand volume may not translate into realized pricing,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,ancillary_revenue,yield_pricing,medium,not_separately_disclosed,reported_yield_only;reported_yield_plus_mix_available,Issuer note extraction plus ancillary KPI disclosures,"RASK proxy may mix ticket, cargo and ancillary revenue",dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,domestic_international_yield_split,yield_pricing,high,company_period_yield_only_regional_split_pending,reported_yield_only;reported_yield_plus_mix_available,Issuer regional traffic/yield tables; route-level fare snapshots,International mix can distort group yield comparison,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,realized_fuel_surcharge_recovery,fuel_pass_through,high,schedule_only,active_disclosed;active_unsettled_position;policy_or_activity_not_quantified,Join effective surcharge policy to eligible passenger traffic and reported fuel cost,Published surcharge is not realized fuel-cost recovery,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,hedge_notional_and_realized_pnl,fuel_hedging,high,numeric_anchor_available_for_some_periods,active_disclosed;active_unsettled_position;policy_or_activity_not_quantified,"Primary interim/annual risk-note extraction; preserve notional, fair value and realized P&L separately",Mechanical fuel sensitivity may overstate or understate earnings impact,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,nonfuel_unit_cost,fuel_pass_through,medium,partial_primary_report_coverage,active_disclosed;active_unsettled_position;policy_or_activity_not_quantified,"Issuer ATK/nonfuel cost rows, labor, lease, maintenance and airport costs",CASK change cannot be attributed to fuel alone,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,China Eastern Airlines,600115.SH,fuel_contract_and_fx_lag,fuel_pass_through,medium,missing,active_disclosed;active_unsettled_position;policy_or_activity_not_quantified,"Contract terms, purchase timing and route/currency exposure from filings",Spot fuel benchmark may not match accounting fuel expense,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,route_fare_time_series,yield_pricing,high,missing_free_pit_series,reported_yield_plus_mix_available;reported_yield_only,Dated OTA/Ctrip flight-fare snapshots or issuer regional yield disclosure,Revenue/yield bridge remains company-period only,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,advance_booking_and_fare_class,yield_pricing,medium,missing,reported_yield_plus_mix_available;reported_yield_only,"Dated booking-window, fare-class or load-factor observations",Demand volume may not translate into realized pricing,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,ancillary_revenue,yield_pricing,medium,not_separately_disclosed,reported_yield_plus_mix_available;reported_yield_only,Issuer note extraction plus ancillary KPI disclosures,"RASK proxy may mix ticket, cargo and ancillary revenue",dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,domestic_international_yield_split,yield_pricing,high,company_period_yield_only_regional_split_pending,reported_yield_plus_mix_available;reported_yield_only,Issuer regional traffic/yield tables; route-level fare snapshots,International mix can distort group yield comparison,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,realized_fuel_surcharge_recovery,fuel_pass_through,high,schedule_only,no_explicit_fuel_hedge_anchor_found_in_scan,Join effective surcharge policy to eligible passenger traffic and reported fuel cost,Published surcharge is not realized fuel-cost recovery,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,hedge_notional_and_realized_pnl,fuel_hedging,high,partial_report_scan,no_explicit_fuel_hedge_anchor_found_in_scan,"Primary interim/annual risk-note extraction; preserve notional, fair value and realized P&L separately",Mechanical fuel sensitivity may overstate or understate earnings impact,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,nonfuel_unit_cost,fuel_pass_through,medium,partial_primary_report_coverage,no_explicit_fuel_hedge_anchor_found_in_scan,"Issuer ATK/nonfuel cost rows, labor, lease, maintenance and airport costs",CASK change cannot be attributed to fuel alone,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Spring Airlines,601021.SH,fuel_contract_and_fx_lag,fuel_pass_through,medium,missing,no_explicit_fuel_hedge_anchor_found_in_scan,"Contract terms, purchase timing and route/currency exposure from filings",Spot fuel benchmark may not match accounting fuel expense,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,route_fare_time_series,yield_pricing,high,missing_free_pit_series,reported_yield_plus_mix_available,Dated OTA/Ctrip flight-fare snapshots or issuer regional yield disclosure,Revenue/yield bridge remains company-period only,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,advance_booking_and_fare_class,yield_pricing,medium,missing,reported_yield_plus_mix_available,"Dated booking-window, fare-class or load-factor observations",Demand volume may not translate into realized pricing,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,ancillary_revenue,yield_pricing,medium,not_separately_disclosed,reported_yield_plus_mix_available,Issuer note extraction plus ancillary KPI disclosures,"RASK proxy may mix ticket, cargo and ancillary revenue",dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,domestic_international_yield_split,yield_pricing,high,company_period_yield_only_regional_split_pending,reported_yield_plus_mix_available,Issuer regional traffic/yield tables; route-level fare snapshots,International mix can distort group yield comparison,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,realized_fuel_surcharge_recovery,fuel_pass_through,high,schedule_only,no_explicit_fuel_hedge_anchor_found_in_scan,Join effective surcharge policy to eligible passenger traffic and reported fuel cost,Published surcharge is not realized fuel-cost recovery,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,hedge_notional_and_realized_pnl,fuel_hedging,high,partial_report_scan,no_explicit_fuel_hedge_anchor_found_in_scan,"Primary interim/annual risk-note extraction; preserve notional, fair value and realized P&L separately",Mechanical fuel sensitivity may overstate or understate earnings impact,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,nonfuel_unit_cost,fuel_pass_through,medium,partial_primary_report_coverage,no_explicit_fuel_hedge_anchor_found_in_scan,"Issuer ATK/nonfuel cost rows, labor, lease, maintenance and airport costs",CASK change cannot be attributed to fuel alone,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Hainan Airlines Holdings,600221.SH,fuel_contract_and_fx_lag,fuel_pass_through,medium,missing,no_explicit_fuel_hedge_anchor_found_in_scan,"Contract terms, purchase timing and route/currency exposure from filings",Spot fuel benchmark may not match accounting fuel expense,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,route_fare_time_series,yield_pricing,high,missing_free_pit_series,reported_yield_plus_mix_available;reported_yield_only,Dated OTA/Ctrip flight-fare snapshots or issuer regional yield disclosure,Revenue/yield bridge remains company-period only,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,advance_booking_and_fare_class,yield_pricing,medium,missing,reported_yield_plus_mix_available;reported_yield_only,"Dated booking-window, fare-class or load-factor observations",Demand volume may not translate into realized pricing,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,ancillary_revenue,yield_pricing,medium,not_separately_disclosed,reported_yield_plus_mix_available;reported_yield_only,Issuer note extraction plus ancillary KPI disclosures,"RASK proxy may mix ticket, cargo and ancillary revenue",dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,domestic_international_yield_split,yield_pricing,high,company_period_yield_only_regional_split_pending,reported_yield_plus_mix_available;reported_yield_only,Issuer regional traffic/yield tables; route-level fare snapshots,International mix can distort group yield comparison,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,realized_fuel_surcharge_recovery,fuel_pass_through,high,schedule_only,no_explicit_fuel_hedge_anchor_found_in_scan,Join effective surcharge policy to eligible passenger traffic and reported fuel cost,Published surcharge is not realized fuel-cost recovery,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,hedge_notional_and_realized_pnl,fuel_hedging,high,partial_report_scan,no_explicit_fuel_hedge_anchor_found_in_scan,"Primary interim/annual risk-note extraction; preserve notional, fair value and realized P&L separately",Mechanical fuel sensitivity may overstate or understate earnings impact,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,nonfuel_unit_cost,fuel_pass_through,medium,partial_primary_report_coverage,no_explicit_fuel_hedge_anchor_found_in_scan,"Issuer ATK/nonfuel cost rows, labor, lease, maintenance and airport costs",CASK change cannot be attributed to fuel alone,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
airline_yield_fuel_research_queue,2026-08-05,Juneyao Airlines,603885.SH,fuel_contract_and_fx_lag,fuel_pass_through,medium,missing,no_explicit_fuel_hedge_anchor_found_in_scan,"Contract terms, purchase timing and route/currency exposure from filings",Spot fuel benchmark may not match accounting fuel expense,dated_source_row_with_unit_scope_and_information_date,research_gap_contract,2026-08-09T22:52:46.471778+00:00
