dataset_id,scope_type,entity,parent_group,scenario,forecast_horizon,driver,assumption_value,unit,observed_anchor_value,anchor_period,assumption_status,assumption_rationale,validation_kpi,invalidation_trigger,source_path,source_quality,source_as_of_date,retrieved_at,ticker
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,base,2026H2_pre_interim,rpk_growth_pct,18.0099,% YoY,18.009927629670546,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bull,2026H2_pre_interim,rpk_growth_pct,21.0099,% YoY,18.009927629670546,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bear,2026H2_pre_interim,ask_growth_pct,18.3644,% YoY,15.3643515471785,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,base,2026H2_pre_interim,ask_growth_pct,15.3644,% YoY,15.3643515471785,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bull,2026H2_pre_interim,ask_growth_pct,13.3644,% YoY,15.3643515471785,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bear,2026H2_pre_interim,passenger_load_factor_change_pp,1.2932,pp YoY,2.2932353426440644,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,base,2026H2_pre_interim,passenger_load_factor_change_pp,2.2932,pp YoY,2.2932353426440644,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bull,2026H2_pre_interim,passenger_load_factor_change_pp,3.2932,pp YoY,2.2932353426440644,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bear,FY2026_consensus_pre_interim,consensus_profit_usd_mn,183.61866175200825,USD million,315.30175357518806,FY2026 consensus,derived_from_pre_h1_bridge,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,derived_multi_source_stress_test,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,base,FY2026_consensus_pre_interim,consensus_profit_usd_mn,315.30175357518806,USD million,315.30175357518806,FY2026 consensus,derived_from_pre_h1_bridge,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,derived_multi_source_stress_test,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bull,FY2026_consensus_pre_interim,consensus_profit_usd_mn,454.32944927696394,USD million,315.30175357518806,FY2026 consensus,derived_from_pre_h1_bridge,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,derived_multi_source_stress_test,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bear,FY2026_pre_interim,rask_growth_pct_vs_fy2025,-2.0,% vs FY2025,0.3390711459132941,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,base,FY2026_pre_interim,rask_growth_pct_vs_fy2025,0.0,% vs FY2025,0.3390711459132941,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bull,FY2026_pre_interim,rask_growth_pct_vs_fy2025,2.0,% vs FY2025,0.3390711459132941,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bear,FY2026_pre_interim,cask_growth_pct_vs_fy2025,2.0,% vs FY2025,0.3003152248295518,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,base,FY2026_pre_interim,cask_growth_pct_vs_fy2025,0.0,% vs FY2025,0.3003152248295518,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Spring Airlines,Spring Airlines,bull,FY2026_pre_interim,cask_growth_pct_vs_fy2025,-1.0,% vs FY2025,0.3003152248295518,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,601021.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bear,2026H2_pre_interim,rpk_growth_pct,-0.2686,% YoY,2.731447541063889,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,base,2026H2_pre_interim,rpk_growth_pct,2.7314,% YoY,2.731447541063889,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bull,2026H2_pre_interim,rpk_growth_pct,5.7314,% YoY,2.731447541063889,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bear,2026H2_pre_interim,ask_growth_pct,4.1305,% YoY,1.1305361741423188,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,base,2026H2_pre_interim,ask_growth_pct,1.1305,% YoY,1.1305361741423188,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bull,2026H2_pre_interim,ask_growth_pct,-0.8695,% YoY,1.1305361741423188,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bear,2026H2_pre_interim,passenger_load_factor_change_pp,0.583,pp YoY,1.5830148118317762,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,base,2026H2_pre_interim,passenger_load_factor_change_pp,1.583,pp YoY,1.5830148118317762,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bull,2026H2_pre_interim,passenger_load_factor_change_pp,2.583,pp YoY,1.5830148118317762,2026H1_preliminary_monthly_releases,analyst_stress_around_observed_anchor,"Load-factor sensitivity is an operating diagnostic, not a fare forecast",Passenger load factor and yield in formal report,Load factor and yield both deteriorate versus consensus context,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,issuer_monthly_operating_release,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bear,FY2026_consensus_pre_interim,consensus_profit_usd_mn,12.84098988420753,USD million,137.35184472001848,FY2026 consensus,derived_from_pre_h1_bridge,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,derived_multi_source_stress_test,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,base,FY2026_consensus_pre_interim,consensus_profit_usd_mn,137.35184472001848,USD million,137.35184472001848,FY2026 consensus,derived_from_pre_h1_bridge,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,derived_multi_source_stress_test,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bull,FY2026_consensus_pre_interim,consensus_profit_usd_mn,269.18664959305755,USD million,137.35184472001848,FY2026 consensus,derived_from_pre_h1_bridge,Uses the non-directional pre-H1 bridge; not an independent forecast,Formal interim profit and post-result consensus revision,Formal result materially outside the scenario range or consensus revision moves opposite to the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_pre_h1_scenario_bridge.csv,derived_multi_source_stress_test,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bear,FY2026_pre_interim,rask_growth_pct_vs_fy2025,-2.0,% vs FY2025,0.3745753094156667,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,base,FY2026_pre_interim,rask_growth_pct_vs_fy2025,0.0,% vs FY2025,0.3745753094156667,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bull,FY2026_pre_interim,rask_growth_pct_vs_fy2025,2.0,% vs FY2025,0.3745753094156667,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent yield/mix stress around FY2025 total-revenue-per-ASK proxy; it is not passenger yield guidance,Formal interim RASK or revenue divided by ASK,Reported revenue/ASK or disclosed RASK proxy moves outside the scenario interpretation,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bear,FY2026_pre_interim,cask_growth_pct_vs_fy2025,2.0,% vs FY2025,0.344516627010262,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,base,FY2026_pre_interim,cask_growth_pct_vs_fy2025,0.0,% vs FY2025,0.344516627010262,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,Juneyao Airlines,Juneyao Airlines,bull,FY2026_pre_interim,cask_growth_pct_vs_fy2025,-1.0,% vs FY2025,0.344516627010262,FY2025 reported unit economics,analyst_stress_around_fy2025_unit_economics,Scenario applies a transparent total-cost-per-ASK stress around FY2025 CASK; fuel overlay is kept separately,"Formal interim CASK, fuel cost per ASK and non-fuel cost per ATK/ASK",Reported cost per ASK and fuel/non-fuel costs contradict the scenario,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_core_pair_model_inputs.csv,derived_core_pair_model_inputs,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bear,2026H2_pre_interim,rpk_growth_pct,,% YoY,,pending_operator_level_data,pending_operator_level_forecast,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,base,2026H2_pre_interim,rpk_growth_pct,,% YoY,,pending_operator_level_data,pending_operator_level_forecast,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bull,2026H2_pre_interim,rpk_growth_pct,,% YoY,,pending_operator_level_data,pending_operator_level_forecast,Company demand growth is stressed around the preliminary H1 issuer-release trend,Monthly RPK/passengers and formal 1H2026 report,RPK growth falls below ASK growth for the H1/July validation window,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
airline_forecast_assumptions,company,9 Air,Juneyao Airlines,bear,2026H2_pre_interim,ask_growth_pct,,% YoY,,pending_operator_level_data,pending_operator_level_forecast,Bear assumes additional capacity pressure; bull assumes capacity discipline,Monthly ASK and load factor,ASK growth exceeds RPK growth and load factor deteriorates,/Users/henrywzh/Desktop/Quant/alternative-data/data/normalized/hk_transport/airline_sector_trend_snapshot.csv,pending,2026-08-07,2026-08-08T10:43:16.219469+00:00,603885.SH
